Anio;Periodo;CodigoDistrito;NombreDistrito;CodigoBarrio;NombreBarrio;DatoPoblacion;DatoPoblacionMenor16;DatoPoblacionEntre16y64;DatoPoblacionMayor65;DatoSobreEnvejecimiento;DatoSobreenvejecimientoHombres;DatoSobreenvejecimientoMujeres;DatoFeminidad;DatoNacionalidadExtranjera;DatoParadosRegistrados;DatoParadosRegistradosHombres;DatoParadosRegistradosMujer;DatoAfiliacionesTrabajo;DatoAfiliacionesTrabajoHombres;DatoAfiliacionesTrabajoMujer;DatoAfiliacionesResidencia;DatoAfiliacionesResidenciaHombres;DatoAfiliacionesResidenciaMujer;DatoAutonomo;DatoAutonomosHombres;DatoAutonomosMujer
2013;Anual;12;Usera;122;Orcasur;13316;18.35;66.74;14.91;35.77;30.5;39.0;107.3;11.88;1568.0;779;789;2356.0;1.347;1.009;4192.0;2.087;2.105;205.0;147;58
2014;Anual;12;Usera;122;Orcasur;13174;18.04;66.79;15.17;36.84;31.9;39.8;108.2;10.73;1527.0;767;760;1995.0;1.076;919;3693.0;1.786;1.907;201.0;141;60
2015;Anual;12;Usera;122;Orcasur;13236;18.07;66.93;15.0;37.98;32.6;41.2;108.4;10.16;1403.0;694;709;2177.0;1.178;999;3778.0;1.825;1.953;223.0;161;62
2016;Anual;12;Usera;122;Orcasur;13269;17.77;67.37;14.86;37.88;33.1;40.9;106.5;10.54;1233.0;597;636;2385.0;1.325;1.060;4402.0;2.177;2.225;245.0;180;65
2017;Anual;12;Usera;122;Orcasur;13331;17.4;67.77;14.84;38.57;32.0;42.6;106.6;11.48;1198.0;540;658;2379.0;1.352;1.027;4739.0;2.362;2.377;267.0;194;73
2018;Anual;12;Usera;122;Orcasur;13572;17.14;68.23;14.63;38.52;31.2;43.1;106.4;13.39;1171.0;508;663;2579.0;1.393;1.186;4843.0;2.437;2.406;219.0;141;78
2019;Anual;12;Usera;122;Orcasur;13808;16.65;68.74;14.61;37.4;29.7;42.6;106.2;14.88;1139.0;502;637;2772.0;1.500;1.272;5019.0;2.527;2.492;308.0;212;96
2020;Anual;12;Usera;122;Orcasur;14154;16.36;69.27;14.36;36.0;28.2;41.4;106.7;16.72;1505.0;660;845;2962.0;1.631;1.331;5104.0;2.597;2.507;337.0;241;96
2021;Anual;12;Usera;122;Orcasur;14141;15.9;70.04;14.06;34.6;27.3;39.7;106.7;18.05;1319.0;568;751;3208.0;1.674;1.534;5079.0;2.578;2.501;326.0;236;90
2022;Anual;12;Usera;122;Orcasur;14250;15.9;69.87;14.22;32.9;26.9;37.2;106.1;18.2;1026.0;445;581;3310.0;1.740;1.570;5394.0;2.725;2.669;324.0;228;96
2005;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;38516;17.21;68.95;13.85;20.01;15.1;23.5;102.8;15.02;;;;;;;;;;;;
2006;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;39534;17.15;68.87;13.98;20.36;16.0;23.4;102.9;17.09;;;;;;;;;;;;
2007;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;39978;17.27;68.91;13.83;21.58;17.5;24.5;102.9;17.99;;;;;;;;;;;;
2008;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;46139;18.62;68.9;12.48;23.0;19.2;25.6;103.6;19.39;;;;;;;;;;;;
2009;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;53797;18.93;69.85;11.22;24.56;20.4;27.5;102.5;18.99;;;;;;;;;;;;
2010;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;61657;19.29;70.41;10.3;25.45;20.8;28.6;102.2;18.08;;;;12636.0;7.691;4.945;;;;1434.0;1.019;415
2011;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;66164;19.62;70.39;9.99;26.54;22.4;29.4;102.8;17.44;;;;12880.0;7.825;5.055;;;;1497.0;1.061;436
2012;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;69466;19.87;70.34;9.79;27.64;22.9;30.9;103.2;15.38;7312.0;3.522;3.790;12810.0;7.819;4.991;;;;1407.0;994;413
2013;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;72221;20.44;69.76;9.81;29.49;23.8;33.3;104.2;13.94;7311.0;3.466;3.845;18155.0;10.966;7.189;23850.0;11.937;11.913;1534.0;1.080;454
2014;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;74062;20.92;69.19;9.89;31.04;25.7;34.7;104.6;12.51;6906.0;3.161;3.745;18905.0;11.671;7.234;26684.0;13.297;13.387;1785.0;1.214;571
2015;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;75174;21.26;68.69;10.05;31.52;25.9;35.4;105.1;11.19;6301.0;2.750;3.551;22348.0;14.093;8.255;26865.0;13.487;13.378;1883.0;1.277;606
2016;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;77752;21.43;68.62;9.94;31.83;26.3;35.6;105.3;10.99;5944.0;2.626;3.318;25812.0;17.411;8.401;31939.0;15.989;15.950;1981.0;1.345;636
2017;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;80292;21.78;68.24;9.98;32.45;27.4;36.0;105.2;11.12;3204.0;1.493;1.711;26574.0;17.760;8.814;35000.0;17.532;17.468;2224.0;1.532;692
2018;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;39740;17.79;65.64;16.57;33.69;29.3;36.8;107.8;15.05;3076.0;1.361;1.715;19685.0;13.831;5.854;14634.0;7.384;7.250;1316.0;918;398
2019;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;40280;17.3;66.17;16.52;34.1;29.8;37.2;107.4;16.3;3184.0;1.405;1.779;22753.0;16.287;6.466;15175.0;7.672;7.503;1632.0;1.138;494
2020;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;40956;16.68;66.85;16.47;33.6;29.0;36.8;108.4;17.9;3916.0;1.739;2.177;23178.0;16.302;6.876;15537.0;7.890;7.647;1672.0;1.157;515
2021;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;40241;16.18;67.35;16.47;33.7;29.2;36.8;108.7;18.41;3313.0;1.452;1.861;24784.0;17.622;7.162;15383.0;7.764;7.619;1644.0;1.131;513
2022;Anual;18;Villa de Vallecas;181;Casco Histórico de Vallecas;39578;15.81;67.34;16.86;32.4;27.8;35.6;108.6;18.16;2696.0;1.144;1.552;27884.0;19.794;8.090;15940.0;8.019;7.921;1592.0;1.100;492
2005;Anual;12;Usera;123;San Fermín;20639;17.24;69.18;13.58;22.65;15.8;27.3;104.6;17.06;;;;;;;;;;;;
2006;Anual;12;Usera;123;San Fermín;21716;17.44;69.09;13.46;22.78;17.0;26.7;103.2;18.7;;;;;;;;;;;;
2007;Anual;12;Usera;123;San Fermín;22011;18.2;68.48;13.32;24.66;19.2;28.4;103.4;19.66;;;;;;;;;;;;
2008;Anual;12;Usera;123;San Fermín;22664;18.65;68.13;13.22;25.59;20.4;29.2;103.0;20.78;;;;;;;;;;;;
2009;Anual;12;Usera;123;San Fermín;23028;18.95;67.78;13.27;26.01;20.2;29.9;103.5;21.67;;;;;;;;;;;;
2010;Anual;12;Usera;123;San Fermín;23273;19.33;67.35;13.31;26.86;21.5;30.4;103.4;21.57;;;;2263.0;1.602;661;;;;423.0;297;126
2011;Anual;12;Usera;123;San Fermín;23090;19.44;67.09;13.48;28.08;23.2;31.3;105.0;20.84;;;;4979.0;1.639;3.340;;;;438.0;309;129
2012;Anual;12;Usera;123;San Fermín;22799;19.46;66.76;13.78;29.47;23.8;33.1;106.6;18.95;2299.0;1.169;1.130;4740.0;1.682;3.058;;;;398.0;288;110
2013;Anual;12;Usera;123;San Fermín;22647;19.72;66.1;14.18;29.76;24.9;33.0;107.5;17.32;2253.0;1.100;1.153;2831.0;1.680;1.151;6897.0;3.397;3.500;396.0;285;111
2014;Anual;12;Usera;123;San Fermín;22349;19.71;65.75;14.54;31.18;26.3;34.5;107.0;15.9;2097.0;1.019;1.078;3895.0;1.973;1.922;6790.0;3.365;3.425;420.0;291;129
2015;Anual;12;Usera;123;San Fermín;22463;19.98;65.32;14.7;31.73;27.1;34.9;108.4;14.74;2058.0;990;1.068;4604.0;2.075;2.529;6894.0;3.447;3.447;449.0;312;137
2016;Anual;12;Usera;123;San Fermín;22835;20.1;65.5;14.4;31.86;28.2;34.3;108.4;15.51;1850.0;852;998;5384.0;2.548;2.836;7963.0;3.935;4.028;499.0;339;160
2017;Anual;12;Usera;123;San Fermín;22926;19.52;66.0;14.47;33.21;30.1;35.4;107.7;16.19;1717.0;778;939;5369.0;2.517;2.852;8378.0;4.155;4.223;535.0;365;170
2018;Anual;12;Usera;123;San Fermín;23209;18.98;66.49;14.53;33.57;31.1;35.3;108.9;17.49;1557.0;667;890;6525.0;2.480;4.045;8611.0;4.284;4.327;396.0;273;123
2019;Anual;12;Usera;123;San Fermín;23666;18.4;67.35;14.25;33.2;30.9;34.7;109.2;19.1;1553.0;706;847;6441.0;2.679;3.762;8998.0;4.481;4.517;675.0;457;218
2020;Anual;12;Usera;123;San Fermín;24001;17.52;68.18;14.3;32.4;30.4;33.7;109.8;20.37;2065.0;869;1.196;4700.0;1.733;2.967;9212.0;4.575;4.637;727.0;492;235
2021;Anual;12;Usera;123;San Fermín;23838;16.74;69.05;14.21;32.7;30.5;34.2;109.4;20.92;1738.0;698;1.040;2557.0;1.532;1.025;9043.0;4.510;4.533;698.0;467;231
2022;Anual;12;Usera;123;San Fermín;23460;15.84;69.62;14.54;32.0;28.8;34.1;109.7;20.42;1444.0;622;822;2869.0;1.656;1.213;9334.0;4.643;4.691;711.0;481;230
2005;Anual;10;Latina;106;Cuatro Vientos;1012;31.49;52.08;16.49;51.5;20.0;68.6;102.2;2.57;;;;;;;;;;;;
2006;Anual;10;Latina;106;Cuatro Vientos;1588;29.97;59.7;10.33;46.34;24.2;59.8;98.7;2.33;;;;;;;;;;;;
2007;Anual;10;Latina;106;Cuatro Vientos;2197;30.18;63.22;6.6;39.31;20.7;51.7;100.5;4.55;;;;;;;;;;;;
2008;Anual;10;Latina;106;Cuatro Vientos;2825;28.07;66.02;5.91;35.93;22.9;45.4;101.6;6.83;;;;;;;;;;;;
2009;Anual;10;Latina;106;Cuatro Vientos;3382;27.17;68.07;4.76;34.16;20.6;44.1;102.4;7.01;;;;;;;;;;;;
2010;Anual;10;Latina;106;Cuatro Vientos;3672;26.91;68.57;4.52;30.12;19.7;38.9;101.5;6.84;;;;723.0;243;480;;;;40.0;30;10
2011;Anual;10;Latina;106;Cuatro Vientos;3965;25.12;70.19;4.69;29.57;20.5;36.1;100.8;6.73;;;;3386.0;835;2.551;;;;46.0;32;14
2012;Anual;10;Latina;106;Cuatro Vientos;4131;23.8;71.1;5.11;33.18;22.5;41.0;100.3;6.12;324.0;136;188;3509.0;868;2.641;;;;48.0;32;16
2013;Anual;10;Latina;106;Cuatro Vientos;4385;22.92;71.63;5.45;31.38;21.4;39.0;98.1;6.32;316.0;141;175;3666.0;898;2.768;1921.0;971;950;62.0;42;20
2014;Anual;10;Latina;106;Cuatro Vientos;4613;23.35;70.43;6.22;28.57;17.7;37.6;97.0;5.98;274.0;122;152;3638.0;860;2.778;1854.0;915;939;79.0;51;28
2015;Anual;10;Latina;106;Cuatro Vientos;4809;23.62;69.68;6.7;26.4;18.7;33.1;96.2;5.41;332.0;129;203;4082.0;1.102;2.980;1861.0;933;928;99.0;68;31
2016;Anual;10;Latina;106;Cuatro Vientos;5260;23.63;69.87;6.5;26.32;19.4;32.4;98.8;5.38;317.0;125;192;4186.0;1.174;3.012;2200.0;1.114;1.086;122.0;84;38
2017;Anual;10;Latina;106;Cuatro Vientos;5468;23.7;69.79;6.51;24.44;17.4;31.0;97.8;5.58;316.0;124;192;4181.0;1.097;3.084;2471.0;1.234;1.237;127.0;85;42
2018;Anual;10;Latina;106;Cuatro Vientos;5662;23.44;70.33;6.23;19.26;14.8;23.4;97.3;5.97;288.0;100;188;4147.0;1.112;3.035;2491.0;1.240;1.251;100.0;69;31
2019;Anual;10;Latina;106;Cuatro Vientos;5748;23.5;70.34;6.16;18.4;15.6;21.0;97.6;6.18;305.0;117;188;4260.0;1.201;3.059;2670.0;1.353;1.317;159.0;105;54
2020;Anual;10;Latina;106;Cuatro Vientos;5881;22.92;70.69;6.39;19.1;15.8;22.4;98.8;7.28;375.0;147;228;4240.0;1.222;3.018;2737.0;1.377;1.360;172.0;111;61
2021;Anual;10;Latina;106;Cuatro Vientos;5874;22.49;70.77;6.74;18.9;15.0;22.7;100.8;;357.0;133;224;3951.0;1.071;2.880;2722.0;1.368;1.354;155.0;102;53
2022;Anual;10;Latina;106;Cuatro Vientos;5966;21.57;71.44;6.99;18.5;15.3;21.5;99.1;;272.0;94;178;3723.0;1.071;2.652;2755.0;1.392;1.363;152.0;103;49
2005;Anual;11;Carabanchel;116;Buenavista;27531;14.68;68.63;16.69;22.15;17.9;25.3;102.7;15.27;;;;;;;;;;;;
2006;Anual;11;Carabanchel;116;Buenavista;31349;15.68;68.94;15.37;21.66;17.9;24.5;102.3;16.48;;;;;;;;;;;;
2007;Anual;11;Carabanchel;116;Buenavista;35919;17.39;68.86;13.74;22.34;19.1;24.8;103.1;16.8;;;;;;;;;;;;
2008;Anual;11;Carabanchel;116;Buenavista;39505;18.45;68.31;13.23;23.22;20.1;25.6;102.3;17.43;;;;;;;;;;;;
2009;Anual;11;Carabanchel;116;Buenavista;41798;19.18;67.84;12.97;24.78;20.1;28.2;102.7;17.24;;;;;;;;;;;;
2010;Anual;11;Carabanchel;116;Buenavista;42807;19.86;67.14;13.0;25.71;21.1;29.1;103.6;16.28;;;;6947.0;4.149;2.798;;;;1152.0;797;355
2011;Anual;11;Carabanchel;116;Buenavista;43385;20.35;66.55;13.09;25.79;21.5;28.9;104.1;15.76;;;;7744.0;4.443;3.301;;;;1206.0;816;390
2012;Anual;11;Carabanchel;116;Buenavista;43758;20.84;65.95;13.21;26.8;22.8;29.8;104.7;14.2;3493.0;1.685;1.808;7553.0;4.156;3.397;;;;1092.0;740;352
2013;Anual;11;Carabanchel;116;Buenavista;44056;21.15;65.37;13.48;27.9;24.0;30.8;105.3;13.06;3435.0;1.675;1.760;7644.0;4.044;3.600;16956.0;8.531;8.425;1140.0;772;368
2014;Anual;11;Carabanchel;116;Buenavista;43888;21.28;64.76;13.96;29.18;25.8;31.6;105.9;11.7;3159.0;1.464;1.695;7911.0;4.098;3.813;15336.0;7.600;7.736;1323.0;891;432
2015;Anual;11;Carabanchel;116;Buenavista;43674;21.38;64.44;14.18;30.03;26.8;32.4;106.6;10.62;2930.0;1.321;1.609;8521.0;4.456;4.065;15479.0;7.702;7.777;1396.0;929;467
2016;Anual;11;Carabanchel;116;Buenavista;44331;21.29;64.58;14.13;31.03;28.1;33.1;106.3;10.63;2801.0;1.205;1.596;9455.0;4.851;4.604;17584.0;8.777;8.807;1457.0;966;491
2017;Anual;11;Carabanchel;116;Buenavista;45248;21.29;64.81;13.9;32.52;30.2;34.2;106.6;11.15;2551.0;1.071;1.480;10853.0;5.427;5.426;18739.0;9.307;9.432;1572.0;1.056;516
2018;Anual;11;Carabanchel;116;Buenavista;46216;21.04;65.15;13.81;33.54;30.9;35.4;106.9;12.06;2371.0;981;1.390;11546.0;5.710;5.836;19185.0;9.576;9.609;1128.0;784;344
2019;Anual;11;Carabanchel;116;Buenavista;47055;20.48;65.72;13.8;34.3;31.5;36.2;107.0;13.11;2347.0;1.005;1.342;13192.0;6.644;6.548;19987.0;9.895;10.092;1713.0;1.138;575
2020;Anual;11;Carabanchel;116;Buenavista;48010;19.93;66.4;13.66;33.8;31.6;35.3;107.0;14.32;2983.0;1.240;1.743;12736.0;6.506;6.230;20547.0;10.238;10.309;1807.0;1.240;567
2021;Anual;11;Carabanchel;116;Buenavista;48008;19.24;67.33;13.43;35.0;32.7;36.6;107.1;;2648.0;1.067;1.581;12679.0;6.623;6.056;20462.0;10.260;10.202;1751.0;1.200;551
2022;Anual;11;Carabanchel;116;Buenavista;47815;18.57;67.86;13.57;35.3;32.9;37.1;106.5;;2128.0;880;1.248;13354.0;6.956;6.398;21170.0;10.546;10.624;1703.0;1.148;555
2017;Anual;18;Villa de Vallecas;183;Ensanche de Vallecas;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2461.0;943;1.518;0.0;0;0;0.0;0;0;0.0;0;0
2018;Anual;18;Villa de Vallecas;183;Ensanche de Vallecas;43614;25.2;70.75;4.05;28.16;19.3;34.5;102.4;8.6;2308.0;840;1.468;7625.0;4.841;2.784;20902.0;10.488;10.414;423.0;291;132
2019;Anual;18;Villa de Vallecas;183;Ensanche de Vallecas;45828;25.09;70.64;4.27;26.5;18.8;32.1;103.1;9.75;2326.0;832;1.494;8513.0;5.485;3.028;22472.0;11.293;11.179;1078.0;701;377
2020;Anual;18;Villa de Vallecas;183;Ensanche de Vallecas;48872;24.76;70.63;4.6;25.1;18.8;29.7;103.5;11.2;3040.0;1.094;1.946;9740.0;5.976;3.764;23643.0;11.894;11.749;1282.0;809;473
2021;Anual;18;Villa de Vallecas;183;Ensanche de Vallecas;50204;24.58;70.74;4.69;23.1;16.8;27.7;103.4;12.15;2611.0;955;1.656;9691.0;5.997;3.694;24611.0;12.416;12.195;1282.0;831;451
2022;Anual;18;Villa de Vallecas;183;Ensanche de Vallecas;51129;24.25;70.66;5.09;22.1;16.7;26.1;103.7;12.78;2202.0;787;1.415;10625.0;6.427;4.198;25648.0;12.879;12.769;1252.0;803;449
2005;Anual;12;Usera;121;Orcasitas;21311;14.0;64.7;21.29;18.55;17.1;19.5;108.5;4.74;;;;;;;;;;;;
2006;Anual;12;Usera;121;Orcasitas;21946;14.54;64.6;20.86;20.38;19.2;21.2;108.6;5.96;;;;;;;;;;;;
2007;Anual;12;Usera;121;Orcasitas;21990;14.87;64.59;20.55;22.33;20.7;23.4;109.0;6.07;;;;;;;;;;;;
2008;Anual;12;Usera;121;Orcasitas;22131;15.38;64.02;20.6;24.61;22.5;26.0;108.9;6.9;;;;;;;;;;;;
2009;Anual;12;Usera;121;Orcasitas;22401;16.1;63.52;20.39;27.09;25.5;28.1;108.9;7.59;;;;;;;;;;;;
2010;Anual;12;Usera;121;Orcasitas;22438;16.45;63.32;20.24;29.2;28.2;29.8;109.6;7.71;;;;904.0;570;334;;;;340.0;250;90
2011;Anual;12;Usera;121;Orcasitas;22437;16.89;62.96;20.15;32.27;31.5;32.8;109.9;7.61;;;;1046.0;696;350;;;;362.0;259;103
2012;Anual;12;Usera;121;Orcasitas;22390;17.41;62.5;20.09;34.61;34.1;34.9;110.7;7.27;2134.0;1.021;1.113;903.0;603;300;;;;327.0;238;89
2013;Anual;12;Usera;121;Orcasitas;22389;17.62;62.34;20.04;37.13;36.1;37.8;110.8;6.98;2144.0;1.016;1.128;928.0;523;405;7516.0;3.834;3.682;344.0;243;101
2014;Anual;12;Usera;121;Orcasitas;22239;17.87;61.92;20.21;39.47;38.3;40.2;111.3;6.24;2029.0;968;1.061;1016.0;534;482;6738.0;3.431;3.307;375.0;255;120
2015;Anual;12;Usera;121;Orcasitas;22212;18.06;61.81;20.13;42.16;40.3;43.3;111.0;6.06;1856.0;855;1.001;1132.0;597;535;6853.0;3.433;3.420;406.0;276;130
2016;Anual;12;Usera;121;Orcasitas;22256;18.13;61.95;19.92;43.63;41.1;45.2;111.4;6.17;1679.0;744;935;1225.0;649;576;7792.0;3.929;3.863;415.0;271;144
2017;Anual;12;Usera;121;Orcasitas;22398;18.01;62.23;19.76;44.4;40.9;46.5;111.7;6.66;1544.0;666;878;1308.0;741;567;8158.0;4.093;4.065;437.0;302;135
2018;Anual;12;Usera;121;Orcasitas;22555;17.93;62.41;19.66;44.56;40.2;47.3;112.1;7.25;1438.0;623;815;1351.0;798;553;8315.0;4.205;4.110;412.0;280;132
2019;Anual;12;Usera;121;Orcasitas;22837;17.43;63.13;19.44;43.8;39.0;46.8;112.1;8.29;1427.0;595;832;1491.0;876;615;8587.0;4.338;4.249;527.0;358;169
2020;Anual;12;Usera;121;Orcasitas;23173;17.01;63.89;19.1;41.9;36.8;45.1;112.6;9.56;1849.0;796;1.053;1670.0;1.002;668;8926.0;4.517;4.409;579.0;386;193
2021;Anual;12;Usera;121;Orcasitas;23095;16.51;64.5;18.99;41.4;35.7;44.9;112.3;10.23;1597.0;683;914;1590.0;939;651;8805.0;4.416;4.389;563.0;391;172
2022;Anual;12;Usera;121;Orcasitas;22996;16.0;65.01;18.99;39.3;33.9;42.7;112.4;10.21;1216.0;522;694;1575.0;937;638;9157.0;4.530;4.627;549.0;374;175
2005;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;43604;15.61;66.91;17.48;19.97;16.5;22.5;104.0;14.89;;;;;;;;;;;;
2006;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;44186;15.35;67.08;17.58;20.68;17.0;23.3;104.0;17.49;;;;;;;;;;;;
2007;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;44107;15.3;67.3;17.41;21.86;18.7;24.2;103.5;19.41;;;;;;;;;;;;
2008;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;44582;15.47;67.29;17.24;22.92;19.3;25.5;103.7;21.18;;;;;;;;;;;;
2009;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;45324;15.93;66.96;17.11;24.02;20.3;26.6;103.8;22.64;;;;;;;;;;;;
2010;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;45382;16.13;66.61;17.26;25.44;21.8;28.0;104.1;22.43;;;;29345.0;14.551;14.794;;;;1714.0;1.196;518
2011;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;45167;16.09;66.43;17.48;26.83;23.6;29.1;105.6;22.2;;;;31421.0;15.914;15.507;;;;1729.0;1.223;506
2012;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;44340;16.09;66.15;17.76;28.95;25.8;31.1;106.5;20.32;4984.0;2.624;2.360;31981.0;15.182;16.799;;;;1540.0;1.105;435
2013;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;43536;16.17;65.71;18.12;30.53;27.5;32.6;107.7;18.73;5148.0;2.708;2.440;33240.0;15.216;18.024;;;;1611.0;1.138;473
2014;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;42964;16.26;65.47;18.28;32.18;29.1;34.2;108.5;17.38;4846.0;2.506;2.340;30163.0;14.060;16.103;;;;1737.0;1.205;532
2015;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;42838;16.42;65.24;18.34;34.07;31.1;36.1;109.2;16.27;4479.0;2.241;2.238;28606.0;13.568;15.038;;;;1648.0;1.147;501
2016;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;43158;16.4;65.61;17.99;36.11;33.6;37.8;109.0;16.51;4040.0;1.930;2.110;30009.0;14.614;15.395;;;;1663.0;1.145;518
2017;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;43449;16.37;65.83;17.8;38.14;35.8;39.7;109.2;16.99;3659.0;1.623;2.036;28599.0;15.432;13.167;;;;1813.0;1.274;539
2018;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;44299;16.32;66.27;17.41;39.18;36.2;41.1;109.6;18.27;3544.0;1.572;1.972;31038.0;16.645;14.393;16094.0;7.933;8.161;1537.0;1.096;441
2019;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;45204;16.11;66.92;16.97;39.5;36.4;41.6;110.4;19.85;3422.0;1.493;1.929;32212.0;17.514;14.698;16873.0;8.282;8.591;2010.0;1.397;613
2020;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;46749;15.86;67.73;16.41;39.0;35.1;41.5;110.3;22.06;4658.0;1.993;2.665;33625.0;18.358;15.267;17503.0;8.698;8.805;2097.0;1.436;661
2021;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;46637;15.61;68.14;16.25;39.3;35.0;42.1;110.3;22.65;3859.0;1.632;2.227;33466.0;18.442;15.024;17318.0;8.625;8.693;2045.0;1.413;632
2022;Anual;17;Villaverde;171;Villaverde Alto - Casco Histórico de Villaverde;46156;15.44;68.19;16.37;37.9;33.1;41.0;109.7;22.44;3043.0;1.280;1.763;36928.0;20.795;16.133;18121.0;8.953;9.168;2071.0;1.416;655
2005;Anual;17;Villaverde;174;Los Rosales;37125;16.95;70.16;12.89;19.74;15.7;22.8;102.2;17.99;;;;;;;;;;;;
2006;Anual;17;Villaverde;174;Los Rosales;33971;16.81;64.75;13.19;20.27;14.3;20.9;108.0;20.69;;;;;;;;;;;;
2007;Anual;17;Villaverde;174;Los Rosales;37610;17.06;69.58;13.36;20.78;16.7;23.9;101.6;21.24;;;;;;;;;;;;
2008;Anual;17;Villaverde;174;Los Rosales;38491;17.27;69.45;13.29;21.35;17.4;24.4;101.6;23.36;;;;;;;;;;;;
2009;Anual;17;Villaverde;174;Los Rosales;38910;17.58;68.88;13.54;22.2;18.2;25.2;101.3;24.39;;;;;;;;;;;;
2010;Anual;17;Villaverde;174;Los Rosales;38949;17.56;68.55;13.9;22.78;19.3;25.4;101.5;24.11;;;;3789.0;2.140;1.649;;;;822.0;585;237
2011;Anual;17;Villaverde;174;Los Rosales;38535;17.48;68.09;14.44;24.0;20.6;26.6;102.7;23.15;;;;4049.0;2.390;1.659;;;;851.0;605;246
2012;Anual;17;Villaverde;174;Los Rosales;37895;17.43;67.64;14.93;25.25;21.8;27.9;104.2;21.15;3686.0;1.922;1.764;3996.0;2.413;1.583;;;;705.0;496;209
2013;Anual;17;Villaverde;174;Los Rosales;37385;17.48;67.14;15.38;26.21;23.6;28.2;104.4;19.33;3639.0;1.888;1.751;4910.0;2.727;2.183;13248.0;6.517;6.731;727.0;502;225
2014;Anual;17;Villaverde;174;Los Rosales;36566;17.15;66.65;16.19;27.24;24.3;29.5;106.1;17.32;3465.0;1.721;1.744;4386.0;2.318;2.068;11638.0;5.709;5.929;819.0;567;252
2015;Anual;17;Villaverde;174;Los Rosales;36215;16.98;66.54;16.47;28.52;26.2;30.3;106.4;15.99;3187.0;1.558;1.629;5371.0;2.656;2.715;11759.0;5.765;5.994;879.0;604;275
2016;Anual;17;Villaverde;174;Los Rosales;36343;16.77;66.72;16.51;29.53;27.7;30.9;106.7;16.18;2933.0;1.412;1.521;5449.0;2.691;2.758;13372.0;6.565;6.807;891.0;606;285
2017;Anual;17;Villaverde;174;Los Rosales;36476;16.5;66.73;16.76;31.1;28.8;32.8;107.6;16.45;2553.0;1.139;1.414;6104.0;3.190;2.914;14016.0;6.826;7.190;928.0;638;290
2018;Anual;17;Villaverde;174;Los Rosales;36975;15.89;67.36;16.75;32.04;29.3;34.1;106.9;17.9;2288.0;990;1.298;6393.0;3.409;2.984;14424.0;7.054;7.370;797.0;542;255
2019;Anual;17;Villaverde;174;Los Rosales;37587;15.54;67.81;16.65;32.0;29.6;33.8;108.0;19.19;2282.0;970;1.312;6328.0;3.455;2.873;15202.0;7.446;7.756;1114.0;760;354
2020;Anual;17;Villaverde;174;Los Rosales;38107;14.95;68.34;16.71;31.9;29.6;33.5;107.8;20.41;3062.0;1.318;1.744;6401.0;3.565;2.836;15355.0;7.560;7.795;1195.0;798;397
2021;Anual;17;Villaverde;174;Los Rosales;37790;14.31;68.88;16.81;32.3;30.0;34.0;108.3;;2578.0;1.071;1.507;5867.0;3.282;2.585;15147.0;7.427;7.720;1137.0;764;373
